grupo,subgrupo,indicador,ano,valor
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Óbitos por doenças respiratórias (0 a 4 anos de idade),2019,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Óbitos por doenças respiratórias (0 a 4 anos de idade),2020,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Óbitos por doenças respiratórias (0 a 4 anos de idade),2021,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Óbitos por doenças respiratórias (0 a 4 anos de idade),2022,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2010,49.095
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2011,50.148
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2012,60.987
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2013,45.959
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2014,51.621
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2015,37.404
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2016,44.4
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2017,44.405
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2018,39.658
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2019,34.15
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2020,39.351
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2021,35.687
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de internações por doenças respiratórias,2022,61.455
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2010,5.056
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2011,6.147
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2012,5.778
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2013,4.347
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2014,7.374
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2015,4.713
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2016,5.268
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2017,4.023
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2018,4.587
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2019,5.57
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2020,8.277
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2021,6.332
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias,2022,7.091
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2010,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2011,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2012,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2013,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2014,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2015,7.134
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2016,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2017,2.399
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2018,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2019,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2020,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2021,0
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Incidência de óbitos por doenças respiratórias (0 a 4 anos de idade),2022,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2010,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2011,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2012,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2013,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2014,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2015,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2016,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2017,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2018,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2019,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2020,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2021,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Afastamentos do trabalho,2022,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2010,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2011,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2012,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2013,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2014,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2015,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2016,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2017,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2018,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2019,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2020,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2021,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Custo com os afastamentos do trabalho,2022,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2010,1662.63
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2011,1821.69
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2012,1995.97
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2013,2186.92
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2014,2396.14
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2015,2625.37
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2016,2876.54
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2017,3151.73
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2018,3256.99
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2019,6446.46
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2020,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2021,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas com saneamento,2022,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2010,565.38
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2011,619.47
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2012,678.73
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2013,743.67
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2014,814.81
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2015,892.76
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2016,978.17
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2017,1071.75
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2018,1107.54
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2019,2192.12
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2020,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2021,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda das pessoas sem saneamento,2022,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2010,1207.72
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2011,1323.26
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2012,1449.85
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2013,1588.56
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2014,1740.53
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2015,1907.05
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2016,2089.49
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2017,2289.39
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2018,2365.85
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2019,4682.66
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2020,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2021,0
BENEFÍCIOS DO SANEAMENTO,PRODUTIVIDADE,Renda média do trabalho,2022,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2010,9.15
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2011,9.23
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2012,9.32
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2013,9.4
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2014,9.48
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2015,9.57
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2016,9.66
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2017,9.75
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2018,9.84
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2019,10.02
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2020,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2021,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas com saneamento,2022,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2010,7.05
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2011,7.2
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2012,7.35
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2013,7.5
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2014,7.66
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2015,7.81
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2016,7.98
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2017,8.14
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2018,8.3
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2019,8.46
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2020,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2021,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade das pessoas sem saneamento,2022,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2010,8.21
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2011,8.32
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2012,8.43
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2013,8.55
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2014,8.67
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2015,8.78
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2016,8.9
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2017,9.02
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2018,9.14
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2019,9.31
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2020,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2021,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Escolaridade média da população,2022,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2010,3.7
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2011,3.15
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2012,2.68
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2013,2.28
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2014,1.94
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2015,1.65
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2016,1.41
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2017,1.2
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2018,1.02
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2019,1
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2020,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2021,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens com saneamento,2022,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2010,4.96
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2011,4.23
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2012,3.61
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2013,3.08
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2014,2.63
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2015,2.24
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2016,1.91
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2017,1.63
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2018,1.39
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2019,1.36
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2020,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2021,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar dos jovens sem saneamento,2022,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2010,4.59
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2011,3.91
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2012,3.33
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2013,2.83
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2014,2.41
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2015,2.05
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2016,1.75
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2017,1.49
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2018,1.27
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2019,1.25
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2020,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2021,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Atraso escolar médio,2022,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2010,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2011,529.45
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2012,534.49
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2013,532.54
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2014,531.18
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2015,521.18
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2016,519.19
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2017,539.34
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2018,548.86
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2019,543.06
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2020,557.72
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2021,553.63
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - com banheiro,2022,561.91
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2010,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2011,491.4
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2012,495.9
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2013,496.13
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2014,496.31
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2015,488.27
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2016,518.71
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2017,479.59
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2018,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2019,511.96
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2020,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2021,503.52
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM - sem banheiro,2022,451.1
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2010,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2011,529.2
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2012,508.53
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2013,514.33
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2014,513.75
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2015,521.05
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2016,519.19
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2017,539.15
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2018,548.86
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2019,542.9
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2020,557.72
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2021,553.47
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM,2022,561.77
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2010,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2011,551.23
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2012,565.9
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2013,552.68
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2014,521.27
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2015,485.28
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2016,503.71
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2017,546.92
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2018,554.47
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2019,547.37
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2020,541.37
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2021,553.35
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - com banheiro,2022,566.57
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2010,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2011,547.65
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2012,508.81
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2013,510.27
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2014,468.74
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2015,499.65
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2016,459.17
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2017,435.75
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2018,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2019,458.08
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2020,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2021,510.7
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota em matemática no ENEM - sem banheiro,2022,405.5
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM em matemática,2010,0
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM em matemática,2011,551.21
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM em matemática,2012,527.49
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM em matemática,2013,531.47
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM em matemática,2014,495
BENEFÍCIOS DO SANEAMENTO,EDUCAÇÃO,Nota média no ENEM em matemática,2015,485.33
